"link","location","floorTower","netSqft","pricePerSqft","priceHKDMillions","bedrooms","bathrooms","agent","tags"
"https://www.28hse.com/en/buy/apartment/property-3989390","Fotan The Palazzo","Unit C,Low Floor,TOWER 7","921","15744","14.5","3","2","Midland Property","3 Bedrooms , 2 Bathrooms North west Apartment Sino Mountain view Good view"
"https://www.28hse.com/en/buy/apartment/property-3989370","Tuen Mun Castle Peak Road Crown By The Sea","High Floor,CROWN By The Sea","1026","8947","9.18","3",,"Centaline Property","3 Bedrooms South west Apartment CK Asset"
"https://www.28hse.com/en/buy/apartment/property-3989046","Tuen Mun Castle Peak Road Peridot Court","Mid Floor,BLOCK 5","1155","10216","11.8","4","3","Earnest Property Agency Ltd","4 Bedrooms , 3 Bathrooms South Apartment Elegant Indoor Car Park Sea view Maid bedroom Ensuite Balcony Clubhouse"
"https://www.28hse.com/en/buy/apartment/property-3989026","Tung Chung The Visionary","Unit E,Mid Floor,TOWER 3,BUILDING","963","12461","12","3","2","Centaline Property","3 Bedrooms , 2 Bathrooms Apartment Nan Fung VR"
"https://www.28hse.com/en/buy/apartment/property-3988950","Tsuen Wan Sham Tseng Bellagio","Unit D,Mid Floor,TOWER 1","935","12834","12","4","3","Earnest Property Agency Ltd","4 Bedrooms , 3 Bathrooms South west Apartment Wheelock Balcony Maid bedroom Ensuite Clubhouse Swimming Pool View Sea view"
"https://www.28hse.com/en/buy/apartment/property-3988928","Tsuen Wan Sham Tseng Royal Sea Crest","Unit B,Mid Floor,BLOCK 2","1056","7955","8.4","3","3","Midland Realty International Limited","3 Bedrooms , 3 Bathrooms South Apartment SHKP"
"https://www.28hse.com/en/buy/apartment/property-3988893","Tsuen Wan Sham Tseng Bellagio","Unit C,High Floor,TOWER 5","946","13636","12.9","3","2","Centaline Property","3 Bedrooms , 2 Bathrooms Apartment Wheelock Sea view VR"
"https://www.28hse.com/en/buy/apartment/property-3988759","Tung Chung Caribbean Coast","Low Floor,TOWER 16,Phase 4 Crystal Cove","927","10032","9.3","3","2","Tung Chung Property Agency Limited","3 Bedrooms , 2 Bathrooms North west Apartment CK Asset Garden view Elegant"
"https://www.28hse.com/en/buy/apartment/property-3988594","Pak Shek Kok Centra Horizon","Unit A,Low Floor,TOWER 6","965","13264","12.8","3","3","Midland Realty International Limited","3 Bedrooms , 3 Bathrooms Apartment Good view Swimming Pool View Elegant"
"https://www.28hse.com/en/buy/apartment/property-3988530","Tuen Mun Castle Peak Road Palatial Coast","Mid Floor,BLOCK 1,GRAND PACIFIC VIEW","1212","7838","9.5","3","2","Earnest Property Agency Ltd","3 Bedrooms , 2 Bathrooms South east Apartment Sea view Mountain view Indoor Car Park Shopping Mall nearby Maid bedroom Ensuite Clubhouse"
"https://www.28hse.com/en/buy/apartment/property-3988335","Tsuen Wan Long Beach Gardens","Unit A,High Floor,TOWER 1","1319","11751","15.5","4","3","Ricacorp Properties","4 Bedrooms , 3 Bathrooms South east Apartment Balcony Mountain view Good view Sea view Indoor Car Park"
"https://www.28hse.com/en/buy/apartment/property-3988331","Fotan The Grandville","Unit B,Low Floor,TOWER D,PHASE 1","922","13883","12.8","3","2","Midland Reality","3 Bedrooms , 2 Bathrooms South east Apartment Wing Tai Mountain view Good view Elegant"
"https://www.28hse.com/en/buy/apartment/property-3988307","Fotan Royal Ascot","Unit A,Mid Floor,BLOCK 11","1039","12878","13.38","3",,"Centaline Property Agency Limited","3 Bedrooms North west Apartment SHKP VR"
"https://www.28hse.com/en/buy/apartment/property-3988086","Tuen Mun Castle Peak Road Palatial Coast","Mid Floor,BLOCK 1,GRAND PACIFIC VIEW","1212","7838","9.5","4","3","Century 21 Sky On Properties","4 Bedrooms , 3 Bathrooms Apartment Good view Sea view Luxury Indoor Car Park"
"https://www.28hse.com/en/buy/apartment/property-3987870","Sheung Shui 633 Hang Tau, Kwu Tung","House","2100","6181","12.98","4","4","Owner (landlord)","4 Bedrooms , 4 Bathrooms landlord House Mountain view Good view Luxury Outdoor Car Park"
"https://www.28hse.com/en/buy/apartment/property-3826525","Yuen Long Village","House","4500","2884","12.98","5+","5+","Reaching Properties Ltd.","5+ Bedrooms , 5+ Bathrooms Apartment Village House House Mountain view Garden view Good view Building view Luxury Outdoor Car Park"
"https://www.28hse.com/en/buy/apartment/property-3987717","Tuen Mun Castle Peak Road Crown By The Sea","Unit B,High Floor,CROWN By The Sea","1026","8947","9.18","3",,"Centaline Property Agency Limited","3 Bedrooms South west Apartment CK Asset Sea view"
"https://www.28hse.com/en/buy/apartment/property-3987524","Fotan Royal Ascot","Unit D,Mid Floor,BLOCK 7","1041","12488","13","4","3","Honor Property Consultants Limited","4 Bedrooms , 3 Bathrooms Apartment SHKP Good view Luxury"
"https://www.28hse.com/en/buy/apartment/property-3987452","Fotan The Grandville","Unit A,High Floor,TOWER E,PHASE 1","905","14785","13.38","2","1","Centaline Property Agency Limited","2 Bedrooms , 1 Bathroom South east Apartment Wing Tai Good view Indoor Car Park VR"
"https://www.28hse.com/en/buy/apartment/property-3987102","Tai Po Richwood Park","High Floor,BLOCK 4,BUILDING","1040","8942","9.3","3",,"Ricacorp Properties","3 Bedrooms North east Apartment Garden view"
"https://www.28hse.com/en/buy/apartment/property-3986833","Tung Chung Caribbean Coast","Unit H,Low Floor,TOWER 16,Phase 4 Crystal Cove","927","10032","9.3","3",,"Ricacorp Properties","3 Bedrooms North west Apartment CK Asset"
"https://www.28hse.com/en/buy/apartment/property-3986649","Yuen Long Village","underground","1400","6057","8.48","4","3","Home Expert Property Agent Limited","4 Bedrooms , 3 Bathrooms Village House Garden view Luxury Indoor Car Park Garden Balcony Duplex Apartment"
"https://www.28hse.com/en/buy/apartment/property-3986592","Tsuen Wan Sham Tseng Hong Kong Garden","Mid Floor,BLOCK 22,PHASE 3","1381","9993","13.8","4","3","Earnest Property Agency Ltd","4 Bedrooms , 3 Bathrooms South east Apartment Chinachem Sea view Maid bedroom Balcony Ensuite"
"https://www.28hse.com/en/buy/apartment/property-3986363","Fotan The Grandville","Unit B,Mid Floor,TOWER C,PHASE 1","922","13970","12.88","3","2","Ricacorp Properties","3 Bedrooms , 2 Bathrooms South east Apartment Wing Tai"
"https://www.28hse.com/en/buy/apartment/property-3986346","Shatin Dragons Range","Unit D,Mid Floor,TOWER 3,COURT C","944","13242","12.5","3","2","Ricacorp Properties","3 Bedrooms , 2 Bathrooms North west Apartment Kerry"
"https://www.28hse.com/en/buy/apartment/property-3986336","Fotan Rosary Villas","High Floor,Block 10","1431","10832","15.5","3","2","Ricacorp Properties","3 Bedrooms , 2 Bathrooms South east Apartment VR"
"https://www.28hse.com/en/buy/apartment/property-3986285","Lai Chi Kok One West Kowloon","Unit A,Mid Floor,TOWER 2","973","15211","14.8","4","3","Hey Home Property Limited","4 Bedrooms , 3 Bathrooms South east Apartment CK Asset Elegant"
"https://www.28hse.com/en/buy/apartment/property-3986158","Tuen Mun Castle Peak Road Avignon","Low Floor,TOWER 11,大廈","1142","9457","10.8","4","3","Earnest Property Agency Ltd","4 Bedrooms , 3 Bathrooms South Apartment SHKP Garden view Maid bedroom Clubhouse Ensuite Garden Indoor Car Park VR"
"https://www.28hse.com/en/buy/apartment/property-3906635","Mei Foo Mei Foo Sun Chuen","Mid Floor,NO.50 BROADWAY,PHASE 2","959","11992","11.5","3","1","Tai Tung Property (mei Foo) Agency Company","3 Bedrooms , 1 Bathroom Apartment New World Elegant Good view"
"https://www.28hse.com/en/buy/apartment/property-3985990","Tung Chung Coastal Skyline","Unit B,Mid Floor,BLOCK 1,PHASE 1","911","13172","12","3","2","Tung Chung Property Agency Limited","3 Bedrooms , 2 Bathrooms North Apartment HKR Good view Sea view Elegant"
"https://www.28hse.com/en/buy/apartment/property-3985988","Tuen Mun Castle Peak Road Avignon","Low Floor,TOWER 11,大廈","1142","9457","10.8","5+","3","Century 21 Sky On Properties","5+ Bedrooms , 3 Bathrooms Apartment SHKP Garden view Good view Luxury Garden Ensuite Maid bedroom Clubhouse"
"https://www.28hse.com/en/buy/apartment/property-3985707","To Kwa Wan Tin Kwong Road","Tianguang Road","1378","7184","9.9",,,"Centaline Property","Sold"
"https://www.28hse.com/en/buy/apartment/property-3985698","Ho Man Tin 1 Perth Street","Bafu Building","1270","11024","14","3",,"Centaline Property","3 Bedrooms Apartment VR"
"https://www.28hse.com/en/buy/apartment/property-3985695","Ho Man Tin Tip Top Mansion","Unit A,High Floor,Tip Top Mansion","1346","10773","14.5","3",,"Centaline Property","3 Bedrooms Apartment VR"
"https://www.28hse.com/en/buy/apartment/property-3985548","Yuen Long Carpi Villa","Yuangang New Village","2100","5895","12.38","4",,"Mid","4 Bedrooms Village House Mountain view Elegant"
"https://www.28hse.com/en/buy/apartment/property-3860792","Kwai Chung Wonderland Villas","Unit B,High Floor,BLOCK 13","1172","11092","13","3","2","Apex Property Agency Ltd","3 Bedrooms , 2 Bathrooms South east Apartment SHKP Sea view Luxury"
"https://www.28hse.com/en/buy/apartment/property-3831289","Sai Kung Village","Full thickness","2100","6095","12.8","5+","4","Ocean Realty","5+ Bedrooms , 4 Bathrooms Village House Outdoor Car Park Garden Balcony Roof top"
"https://www.28hse.com/en/buy/apartment/property-4025496","The Lohas Lp6","Unit B,Low Floor,TOWER 1 LP6","1086","14733","16","4","3","Midland Realty","4 Bedrooms , 3 Bathrooms South west Apartment Nan Fung Good view Sea view Simple Ensuite Maid bedroom Clubhouse"
"https://www.28hse.com/en/buy/apartment/property-3973001","The Lohas Le Prime Of Le Prestige","Unit LA,High Floor,TOWER 6","987","12543","12.38","4","2","Homewise Properties Limited","4 Bedrooms , 2 Bathrooms South west Apartment CK Asset Good view Building view Sea view Balcony Ensuite Maid bedroom"
"https://www.28hse.com/en/buy/apartment/property-4024880","Pak Shek Kok Mayfair By The Sea","Unit C,High Floor,TOWER 20,PHASE I","905","13260","12","3",,"Midland Realty International Limited","3 Bedrooms Apartment Sino"
"https://www.28hse.com/en/buy/apartment/property-4024768","Tsim Sha Tsui Chungking Mansion","Unit A5,Mid Floor,Chungking Mansion","964","5394","5.2",,,"Hey Home Property Limited","North west Western Style Bldg MTR nearby Shopping Mall nearby"
"https://www.28hse.com/en/buy/apartment/property-4024751","Tuen Mun Castle Peak Road Dragon Inn Court","Unit A,Low Floor,BLOCK 3","970","7732","7.5","3","2","Ricacorp Properties","3 Bedrooms , 2 Bathrooms South west Apartment"
"https://www.28hse.com/en/buy/apartment/property-4024687","Tai Po Villa Castell","BLOCK 39,Villa Castell","915","9945","9.1","3","2","Ricacorp Properties","3 Bedrooms , 2 Bathrooms Apartment Garden view Swimming Pool View"
"https://www.28hse.com/en/buy/apartment/property-4024657","Tuen Mun Castle Peak Road Avignon","Unit C,Low Floor,TOWER 5,大廈","1580","9177","14.5","4","3","Centaline Property Agency Limited","4 Bedrooms , 3 Bathrooms Apartment SHKP"
"https://www.28hse.com/en/buy/apartment/property-4024648","Tuen Mun Castle Peak Road The Hillgrove","Unit A,Low Floor,CRESCENT VI","1653","9074","15","5+","5+","Centaline Property Agency Limited","5+ Bedrooms , 5+ Bathrooms Apartment Wing Tai Indoor Car Park Garden Include Powder Room VR"
"https://www.28hse.com/en/buy/apartment/property-4024626","Tuen Mun Castle Peak Road Avignon","Unit A,Low Floor,TOWER 11,大廈","1142","10070","11.5","3",,"Centaline Property Agency Limited","3 Bedrooms Apartment SHKP VR"
"https://www.28hse.com/en/buy/apartment/property-4024621","Tuen Mun Castle Peak Road The Hillgrove","Unit B,Low Floor,EBONY II","941","7970","7.5","3","1","Centaline Property Agency Limited","3 Bedrooms , 1 Bathroom Apartment Wing Tai"
"https://www.28hse.com/en/buy/apartment/property-4024618","Tai Po The Paragon","Unit A,High Floor,BLOCK 12","1109","10099","11.2","3","2","Ricacorp Properties","3 Bedrooms , 2 Bathrooms Apartment Indoor Car Park VR"
"https://www.28hse.com/en/buy/apartment/property-4024617","Tuen Mun Castle Peak Road Oma Oma","Unit E,Low Floor,TOWER 1A","1019","13543","13.8","3","3","Centaline Property Agency Limited","3 Bedrooms , 3 Bathrooms Apartment Wing Tai VR"
"https://www.28hse.com/en/buy/apartment/property-4024525","Yuen Long Palm Springs","Whole Block,Phase 1A (Monterey) Osmanthus Path","967","12927","12.5","3",,"Centaline Property Agency Limited","3 Bedrooms Apartment"
"https://www.28hse.com/en/buy/apartment/property-4024305","The Lohas Hemera","Unit RB,Mid Floor,TOWER 3","943","12725","12","4",,"Midland Realty","4 Bedrooms North west Apartment Henderson Mountain view Good view River view Luxury"
"https://www.28hse.com/en/buy/apartment/property-4024219","Yuen Long Palm Springs","Whole Block,Phase 1A (Monterey) Begonia Path","1014","11341","11.5","3","2","Centaline Property Agency Limited","3 Bedrooms , 2 Bathrooms South Apartment Elegant Include Powder Room"
"https://www.28hse.com/en/buy/apartment/property-4024196","Pak Shek Kok Providence Peak","Mid Floor,TOWER 6,BUILDING","1010","13861","14","3",,"Centaline Property","3 Bedrooms North east Apartment Sino VR"
"https://www.28hse.com/en/buy/apartment/property-3725763","Tuen Mun Castle Peak Road Le Pont","Unit E,Low Floor,TOWER 1B,BUILDING","1248","11122","13.88","4","3","Owner (landlord)","4 Bedrooms , 3 Bathrooms landlord Apartment Vanke"
"https://www.28hse.com/en/buy/apartment/property-3785590","Yuen Long Village","1","1400","5143","7.2","4",,"Hang Shun Real Estate Strategy Limited","4 Bedrooms Village House Good view Duplex Apartment Garden Ensuite Elegant"
"https://www.28hse.com/en/buy/apartment/property-4023624","Tai Po Villa Castell","BLOCK 40,Villa Castell","915","11290","10.33","3",,"Midland Realty International Limited","3 Bedrooms Apartment Garden view Swimming Pool View Elegant Indoor Car Park"
"https://www.28hse.com/en/buy/apartment/property-4023366","Tai Po The Beverly Hills","Whole Block,BOULEVARD DU PALAIS","1606","9215","14.8","5+","3","Centaline Property Agency Limited","5+ Bedrooms , 3 Bathrooms Apartment Indoor Car Park Mountain view Simple"
"https://www.28hse.com/en/buy/apartment/property-4023279","Shatin Forest Hill","Unit 1,Mid Floor,BLOCK B","934","13704","12.8","3",,"Centaline Property Agency Limited","3 Bedrooms South east Apartment VR"
"https://www.28hse.com/en/buy/apartment/property-4023247","Pak Shek Kok Providence Peak","Unit B,Mid Floor,TOWER 6,BUILDING","1010","13861","14","3",,"Centaline Property Agency Limited","3 Bedrooms North east Apartment Sino VR"
"https://www.28hse.com/en/buy/apartment/property-3881699","Shatin Lakeview Garden","High Floor,TOWER 1,BUILDING","1017","10816","11","3","2","Shing Sai Property Agency Ltd. (tai Wai Branch)","3 Bedrooms , 2 Bathrooms Apartment Nan Fung Mountain view Good view City view Roof top"
"https://www.28hse.com/en/buy/apartment/property-4022909","Pak Shek Kok Mayfair By The Sea 8","Unit B,Low Floor,Tower 2","1008","15079","15.2","4","2","Centaline Property Agency Limited","4 Bedrooms , 2 Bathrooms Apartment Sino Good view Building view Simple VR"
"https://www.28hse.com/en/buy/apartment/property-4022510","The Lohas Le Prestige","Unit RD,High Floor,TOWER 5","974","10986","10.7","4","2","Ricacorp Properties","4 Bedrooms , 2 Bathrooms North east Apartment CK Asset Mountain view Elegant Include Powder Room"
"https://www.28hse.com/en/buy/apartment/property-4022374","Ho Man Tin Prince's Heights","Unit C,Mid Floor,STAGE II","1152","12066","13.9","3","2","Ricacorp Properties","3 Bedrooms , 2 Bathrooms South east Apartment Western Style Bldg Outdoor Car Park"
"https://www.28hse.com/en/buy/apartment/property-4022299","Shatin Garden Vista","Mid Floor,BLOCK C","1102","10617","11.7","3","2","Midland Realty","3 Bedrooms , 2 Bathrooms South east Apartment Henderson Good view Simple"
"https://www.28hse.com/en/buy/apartment/property-4022082","Ho Man Tin Prince's Heights","Unit C,Mid Floor,STAGE II","1152","12066","13.9","4","3","Midland Realty International Limited","4 Bedrooms , 3 Bathrooms North east Apartment Mountain view Garden view Elegant Outdoor Car Park VR"
"https://www.28hse.com/en/buy/apartment/property-2973649","Tuen Mun Village","Whole building","2100","4229","8.88",,,"Fanling Property Co., Ltd","Village House Simple"
"https://www.28hse.com/en/buy/apartment/property-4021714","Pak Shek Kok Centra Horizon","Unit D,Low Floor,TOWER 5","1022","14579","14.9","3","2","Centaline Property Agency Limited","3 Bedrooms , 2 Bathrooms North west Apartment Garden view Good view VR"
"https://www.28hse.com/en/buy/apartment/property-4021546","Yuen Long Seasons Palace","Whole Block,KAM SHEUNG ROAD","926","11339","10.5","3",,"Midland Realty","3 Bedrooms Apartment House CK Asset Elegant Outdoor Car Park"
"https://www.28hse.com/en/buy/apartment/property-4020823","Yau Tong Peninsula East","Unit A,Low Floor,TOWER 2","999","13514","13.5","4","3","中原地產代理有限公司","4 Bedrooms , 3 Bathrooms North west Apartment Wheelock Sea view"
"https://www.28hse.com/en/buy/apartment/property-4020810","Tai Po The Paramount","Unit A,High Floor,Block 10","928","11853","11","3","3","Centaline Property Agency Limited","3 Bedrooms , 3 Bathrooms Apartment CK Asset Swimming Pool View Luxury Indoor Car Park Roof top Ensuite VR"
"https://www.28hse.com/en/buy/apartment/property-4020675","Ho Man Tin May Moon House","Unit A,Low Floor,May Moon House","986","9635","9.5","3","2","Hey Home Property Limited","3 Bedrooms , 2 Bathrooms Stand-alone Building Good school zone"
"https://www.28hse.com/en/buy/apartment/property-4020609","Ho Man Tin Tip Top Mansion","Unit A,High Floor,Tip Top Mansion","1346","10773","14.5","3","2","Grand Harvest Property Agency Co., Limited","3 Bedrooms , 2 Bathrooms Stand-alone Building Indoor Car Park Balcony Ensuite Maid bedroom Good school zone"
"https://www.28hse.com/en/buy/apartment/property-3948744","Tai Po Savanna Garden","Mid Floor,BLOCK 43,BUILDING","958","8977","8.6","3","2","Century 21 Deluxe Home Property Ltd","3 Bedrooms , 2 Bathrooms Apartment Elegant Include Powder Room"
"https://www.28hse.com/en/buy/apartment/property-4019992","Kowloon Tong Avon Court","Unit D,Mid Floor,Avon Court","926","15119","14","3","3","Midland Realty International Limited","3 Bedrooms , 3 Bathrooms East Apartment Building view Good view Indoor Car Park Sole Agent"
"https://www.28hse.com/en/buy/apartment/property-4019687","Shatin Dragons Range","Mid Floor,TOWER 3,COURT C","944","12500","11.8","3","2","Century 21 Goodwin Property Shatin Luxury","3 Bedrooms , 2 Bathrooms Apartment Kerry Mountain view Garden view Good view Luxury Balcony Ensuite Maid bedroom"
"https://www.28hse.com/en/buy/apartment/property-4019141","Ma On Shan Symphony Bay","Unit F,Low Floor,BLOCK 7,VILLA CONCERTO","1031","12609","13","3","2","Ricacorp Properties","3 Bedrooms , 2 Bathrooms Apartment SHKP Indoor Car Park Elegant Sole Agent"
"https://www.28hse.com/en/buy/apartment/property-4018929","Kwai Chung Wonderland Villas","Unit B,High Floor,BLOCK 9","1193","11567","13.8","3","2","Apex Property Agency Ltd","3 Bedrooms , 2 Bathrooms South east Apartment SHKP Garden view Good view Elegant"
"https://www.28hse.com/en/buy/apartment/property-4018893","Ho Man Tin Cambridge Mansion","Unit B,Low Floor,Cambridge Building","1130","11416","12.9","3",,"Centaline Property Agency Limited","3 Bedrooms Apartment"
"https://www.28hse.com/en/buy/apartment/property-4018798","Sheung Shui Eden Manor","Unit B,Mid Floor,TOWER 2,BUILDING","1109","13526","15","4",,"Centaline Property","4 Bedrooms Apartment Henderson"
"https://www.28hse.com/en/buy/apartment/property-4018699","Tai Po Villa Castell","BLOCK 40,Villa Castell","915","11344","10.38","3","2","Centaline Property Agency Limited","3 Bedrooms , 2 Bathrooms South Apartment Indoor Car Park Mountain view Swimming Pool View Good view Garden view Roof top Clubhouse"
"https://www.28hse.com/en/buy/apartment/property-4017902","Yuen Long Palm Springs","Whole Block,Phase 1C (Westwood) Orchid","1377","8860","12.2","3","3","Midland Realty International Limited","3 Bedrooms , 3 Bathrooms South House Apartment Garden view Good view Outdoor Car Park Balcony Ensuite Garden"
"https://www.28hse.com/en/buy/apartment/property-4017387","Sheung Shui Woodland Crest","Unit C,Low Floor,BLOCK 7","942","8386","7.9","3",,"Midland Realty International Limited","3 Bedrooms North west Apartment SHKP"
"https://www.28hse.com/en/buy/apartment/property-3976432","Tai Po Village","House","1400","5571","7.8",,,"Village House Property Agency Limited","Village House House Elegant Garden Ensuite Duplex Apartment MTR nearby Shopping Mall nearby Good school zone"
"https://www.28hse.com/en/buy/apartment/property-4017172","Clear Water Bay Hillview Court","Unit C,High Floor,BLOCK 3","997","12036","12","3","3","Ricacorp Properties","3 Bedrooms , 3 Bathrooms Apartment Mountain view Indoor Car Park"
"https://www.28hse.com/en/buy/apartment/property-4016785","Yuen Long Palm Springs","House","967","10838","10.48","3","1","Hang Shun Real Estate Strategy Limited","3 Bedrooms , 1 Bathroom House Outdoor Car Park Elegant"
"https://www.28hse.com/en/buy/apartment/property-3958720","Sai Kung Village","twenty two","1200","8333","10","3","2","Everyday Property","3 Bedrooms , 2 Bathrooms Village House"
"https://www.28hse.com/en/buy/apartment/property-4015849","Sai Kung Rise Park Villa","32","1574","9212","14.5","3","3","Ricacorp Properties","3 Bedrooms , 3 Bathrooms South Apartment Mountain view"
"https://www.28hse.com/en/buy/apartment/property-4015826","Clear Water Bay Hillview Court","Unit C,Mid Floor,BLOCK 1","1143","11269","12.88","3","1","Ricacorp Properties","3 Bedrooms , 1 Bathroom Apartment"
"https://www.28hse.com/en/buy/apartment/property-3926331","Quarry Bay Elegance House","Unit A2,Mid Floor,Elegance House","1518","10408","15.8","3","2","Elegant Property Agency Ltd","3 Bedrooms , 2 Bathrooms North east Stand-alone Building Good view City view Sea view Balcony Sole Agent"
"https://www.28hse.com/en/buy/apartment/property-4015634","Yuen Long Riva","High Floor,TOWER 1,HELORUS BOULEVARD","1043","11505","12","4","3","Midland Realty","4 Bedrooms , 3 Bathrooms South east Apartment"
"https://www.28hse.com/en/buy/apartment/property-4015108","Tai Po Grand Palisades","Mid Floor,BLOCK 9","942","11465","10.8","3",,"Centaline Property","3 Bedrooms North Apartment Sino"
"https://www.28hse.com/en/buy/apartment/property-4015087","Fotan Royal Ascot","Unit G,Low Floor,BLOCK 11","974","14887","14.5","3",,"Midland Realty","3 Bedrooms South east Apartment SHKP"
"https://www.28hse.com/en/buy/apartment/property-4014836","Tung Chung The Visionary","Unit A,Mid Floor,TOWER 3,BUILDING","1031","13579","14","3","3","Midland Realty International Limited","3 Bedrooms , 3 Bathrooms Apartment Nan Fung Mountain view Good view"
"https://www.28hse.com/en/buy/apartment/property-4014747","Tai Po The Beverly Hills","Whole Block,BOULEVARD DU PALAIS","1606","9215","14.8","5+","2","Centaline Property","5+ Bedrooms , 2 Bathrooms Apartment House Elegant Indoor Car Park"
"https://www.28hse.com/en/buy/apartment/property-4014617","Tsuen Wan The Cairnhill","Unit A,Mid Floor,BLOCK 8,PHASE 1","1008","11687","11.78","3","1","Centaline","3 Bedrooms , 1 Bathroom South Apartment"
"https://www.28hse.com/en/buy/apartment/property-3929074","Causeway Bay Towning Mansion","Mid Floor,Twoning Mansion","1112","13040","14.5","3","2","Victoria Harbor Property Agency","3 Bedrooms , 2 Bathrooms Stand-alone Building Simple Balcony Maid bedroom MTR nearby Shopping Mall nearby Good school zone"
"https://www.28hse.com/en/buy/apartment/property-4013848","Tai Po Forest Hill","Whole Block,House 23","1586","8575","13.6","3","2","Midland Realty International Limited","3 Bedrooms , 2 Bathrooms Apartment Elegant"
"https://www.28hse.com/en/buy/apartment/property-4013759","Ma On Shan Monte Vista","Unit B,High Floor,BLOCK 12","1037","12806","13.28","3","2","Centaline Property","3 Bedrooms , 2 Bathrooms South Apartment Hutchison Whampoa Terrace Duplex Apartment VR"
"https://www.28hse.com/en/buy/apartment/property-4013745","Ma On Shan Symphony Bay","Unit B,High Floor,BLOCK 3,VILLA CONCERTO","1031","12415","12.8","3","1","Centaline Property","3 Bedrooms , 1 Bathroom West Apartment SHKP Elegant VR"
"https://www.28hse.com/en/buy/apartment/property-4013219","Shatin Garden Vista","Unit 1,Low Floor,BLOCK B","908","11762","10.68","3","2","Midland Realty","3 Bedrooms , 2 Bathrooms Apartment Henderson Mountain view Ensuite Good school zone Luxury Indoor Car Park"
"https://www.28hse.com/en/buy/apartment/property-3922295","Mong Kok Sun Hing Building","High Floor,Sun Hing Building","1259","4925","6.2",,,"Hey Home Property Limited","Western Style Bldg Stand-alone Building With tenant agreement MTR nearby Shopping Mall nearby Sole Agent"
"https://www.28hse.com/en/buy/apartment/property-4012581","Fotan Royal Ascot","Unit H,High Floor,BLOCK 9","1039","14918","15.5","3","3","Centaline Property Agency Limited","3 Bedrooms , 3 Bathrooms South east Apartment SHKP River view"
"https://www.28hse.com/en/buy/apartment/property-4012503","Tai Wai Village","200","1400","8571","12","4","3","Kingswood Properties Limited","4 Bedrooms , 3 Bathrooms Village House Duplex Apartment Good school zone"
"https://www.28hse.com/en/buy/apartment/property-4011524","Tai Po Casa Marina","Whole Block,CASA MARINA II","1446","8645","12.5","3","2","Centaline Property","3 Bedrooms , 2 Bathrooms Apartment House Henderson Clubhouse Garden Whole floor Balcony Indoor Car Park Good view"
"https://www.28hse.com/en/buy/apartment/property-4011483","Tai Po The Balmoral","Unit ST-WINDSOR,Mid Floor,TOWER 3","976","11475","11.2","3","2","Centaline Property","3 Bedrooms , 2 Bathrooms Apartment Sino Garden view Maid bedroom Clubhouse Ensuite Balcony Indoor Car Park"
"https://www.28hse.com/en/buy/apartment/property-4010956","The Lohas Le Prestige","Unit LD,High Floor,TOWER 5","972","11008","10.7","4","2","Centaline Property","4 Bedrooms , 2 Bathrooms South east Apartment CK Asset Mountain view Good view Elegant"
"https://www.28hse.com/en/buy/apartment/property-3696806","Shatin Mantex Villa","2","1338","11958","16","4","3","Shing Sai Property Agency Ltd. (tai Wai Branch)","4 Bedrooms , 3 Bathrooms South east Apartment Village House"
"https://www.28hse.com/en/buy/apartment/property-4009931","The Lohas Le Prestige","Unit RD,Low Floor,TOWER 1","977","10952","10.7","4","2","Midland Realty International Limited","4 Bedrooms , 2 Bathrooms North east Apartment CK Asset"
"https://www.28hse.com/en/buy/apartment/property-4009755","Tai Po Villa Castell","BLOCK 41,Villa Castell","915","9836","9","3","3","Century 21 Property Agency (pak Shek Kok) Limited","3 Bedrooms , 3 Bathrooms South Apartment Swimming Pool View"
"https://www.28hse.com/en/buy/apartment/property-4009653","Yuen Long The Hampstead Reach","Whole Block,House","1764","8384","14.79","4","3","Centaline Property Agency Limited","4 Bedrooms , 3 Bathrooms Apartment Henderson Good view Simple Garden Balcony Roof top Terrace Ensuite"
"https://www.28hse.com/en/buy/apartment/property-4009365","The Lohas Hemera","Unit LB,Mid Floor,TOWER 5","950","12263","11.65","4","2","Ricacorp","4 Bedrooms , 2 Bathrooms North west Apartment Henderson Sea view"
"https://www.28hse.com/en/buy/apartment/property-4009075","Yuen Long Yoho Midtown","Unit D,Low Floor,TOWER M2","917","13304","12.2","3","3","Ricacorp Properties","3 Bedrooms , 3 Bathrooms South Apartment SHKP Garden view"
"https://www.28hse.com/en/buy/apartment/property-4008557","Tai Po Grand Palisades","Low Floor,BLOCK 1","980","10714","10.5","3","2","Midland Realty International Limited","3 Bedrooms , 2 Bathrooms North west Apartment Sino VR"
"https://www.28hse.com/en/buy/apartment/property-4008501","Mong Kok Kwok Chai Building","Unit ST-137,Low Floor,Kwok Chai Building","920","8565","7.88","3","3","Sun Sky Estate Agency Ltd.","3 Bedrooms , 3 Bathrooms Stand-alone Building"
"https://www.28hse.com/en/buy/apartment/property-4007204","Sai Kung Hing Keng Shek","123","2100","7143","15","4","3","Ricacorp Properties","4 Bedrooms , 3 Bathrooms Apartment Village House Mountain view Luxury Outdoor Car Park"
